184,136,88,37150
185,138,82,240830,83,40,3,5031,23,8,9,4131,FI2RKS
199,153,94,238627,96,49,2,7819,17,8,9,3551,FI2RKS
184,137,81,242202,28,7,9,4301,82,39,4,3449,FI2RKS
192,146,86,242012,84,39,3,7738,21,8,9,239,FI2RKS
186,141,82,242863,88,46,2,6780,32,6,9,339,FI2RKS
183,141,83,244586,86,44,3,5279,39,4,9,121,FI2RKS
193,147,87,242496,93,47,2,4869,25,8,9,2619,FI2RKS
188,138,85,245703,93,45,2,4188,38,6,9,98,FI2RKS
185,135,84,242805,40,4,9,4945,94,43,2,2239,FI2RKS
191,144,88,245323,97,47,2,4517,25,8,9,159,FI2RKS
199,154,95,242042,81,34,4,7944,24,8,9,13,FI2RKS
187,141,82,245047,75,39,4,4936,22,8,9,9,FI2RKS
189,141,92,245249,73,29,5,4737,15,8,9,7,FI2RKS
192,142,89,241885,96,45,2,4224,33,6,9,3883,FI2RKS
195,142,88,241656,89,36,4,4536,33,6,9,3799,FI2RKS
204,156,92,241622,87,44,3,8247,34,6,9,131,FI2RKS
183,139,90,242214,85,42,3,7313,27,7,9,453,FI2RKS
194,148,89,241334,90,43,3,5066,31,6,9,3598,FI2RKS
193,146,90,241086,89,42,3,8476,12,9,9,437,FI2RKS
197,152,97,240514,77,35,4,9398,19,8,9,86,FI2RKS
189,147,87,242997,88,42,3,4076,28,7,9,2926,FI2RKS
197,151,92,236304,94,48,2,8178,32,6,9,5512,FI2RKS
210,162,98,240997,82,41,3,8948,31,6,9,55,FI2RKS
188,141,87,243870,85,42,3,6036,34,6,9,92,FI2RKS
190,141,82,240802,90,43,3,6070,19,8,9,3119,FI2RKS
196,150,91,242783,99,49,1,6911,24,8,9,306,FI2RKS
194,146,84,242506,89,42,3,7199,24,8,9,289,FI2RKS
177,132,77,242727,31,6,9,4915,85,42,3,2240,FI2RKS
185,138,82,242768,80,38,4,4237,24,8,9,2978,FI2RKS
186,135,82,243321,94,43,2,6426,42,3,9,245,FI2RKS
191,146,87,242385,73,32,5,7588,248,232,173,17,FI2RKS
189,145,84,243050,97,50,1,6433,29,7,9,509,FI2RKS
190,145,88,241773,97,50,1,5325,26,7,9,2900,FI2RKS
188,143,88,239402,95,49,2,6078,28,7,9,4516,FI2RKS
201,152,96,239187,91,45,2,6873,30,7,9,3937,FI2RKS
191,141,82,244038,92,45,2,5718,36,5,9,226,FI2RKS
192,146,87,242220,37,5,9,3927,94,48,2,3850,FI2RKS
194,149,90,240610,83,40,3,6150,24,8,9,3238,FI2RKS
198,152,93,244315,91,44,2,5460,19,8,9,224,FI2RKS
193,143,82,244307,90,38,3,5500,27,7,9,184,FI2RKS
195,145,84,242070,88,41,3,7725,31,6,9,204,FI2RKS
197,151,91,241980,90,46,2,5250,27,7,9,2767,FI2RKS
185,142,91,240044,80,33,4,5971,17,8,9,3969,FI2RKS
193,146,94,241988,89,42,3,5010,28,7,9,2995,FI2RKS
194,147,91,243330,91,45,2,6506,43,3,9,160,FI2RKS
184,138,79,246281,88,41,3,3629,34,6,9,51,FI2RKS
186,139,83,245047,82,38,4,4904,23,8,9,41,FI2RKS
