185,140,73,239097,85,40,3,6960,0.00029898410643373495,280.0440174155928,0.8563529699770568,974.9753949673695,0.11802268078865087,279.1737214207975,3619.8575624539008,7.823528615392401,12.5942793514989,0.0001758242304310197,4.934606485855567,-0.16712079956145418,0.9442019061308264,O
177,133,70,243432,102,57,24,6382,0.0004263988471294129,151.57056686318535,0.8947968866778705,720.3658125283846,0.15792603588681844,259.4171217284268,2729.892683250335,7.703976556030521,12.028389427671124,0.00025520378237075115,4.48383620330331,-0.21431693104901198,0.9702580040641393,M
204,157,85,230438,124,85,52,19301,0.0005015250029425575,104.9300081104092,0.930575238310964,755.7173210995979,0.17341517060584213,274.7294130244457,2917.9392762879797,7.694894109193467,11.809959915937522,0.0002948471512438339,4.285782520374248,-0.2421370769452958,0.9793905761615911,O
194,150,89,246183,119,67,27,3777,0.0004801187045869986,123.79275097087967,0.889482443982402,560.1183931877677,0.1591524865695675,285.1889223597496,2116.6808217801918,7.515172524101386,11.790152500920573,0.0002739567785059771,4.406795692854702,-0.20093425182516478,0.9609821489681041,C
176,129,75,239409,24,8,9,7715,0.0004479778066103342,158.22451475094482,0.8994943676012731,787.1269077203583,0.15519225275749102,244.43323811350155,2990.2831161305003,7.707484891897067,12.048524800334894,0.0002631877387768757,4.510236731557249,-0.21197455805235316,0.9690380713409162,R
224,187,143,206776,153,107,48,36556,0.0004126045525237855,183.28349673093686,0.9313144745171035,1334.280999629349,0.18360333131027246,284.3953524584239,5153.840501786464,8.018804196532077,12.227515593129485,0.0002560413965383685,4.521484035448453,-0.26343126058474614,0.9867756873978394,O
178,133,78,245422,89,56,25,4518,0.0005122368661890759,109.92045440982167,0.9154186222675296,649.8398488378471,0.16602505026753983,268.4868156453187,2489.438940941589,7.591354926185682,11.763411128165291,0.00029485262713418927,4.325288863469591,-0.22291936747478563,0.9719413740853455,R
185,140,73,239097,85,40,3,6960,0.00029898410643373495,280.0440174155928,0.8563529699770568,974.9753949673695,0.11802268078865087,279.1737214207975,3619.8575624539008,7.823528615392401,12.5942793514989,0.0001758242304310197,4.934606485855567,-0.16712079956145418,0.9442019061308264,O
177,133,70,243432,102,57,24,6382,0.0004263988471294129,151.57056686318535,0.8947968866778705,720.3658125283846,0.15792603588681844,259.4171217284268,2729.892683250335,7.703976556030521,12.028389427671124,0.00025520378237075115,4.48383620330331,-0.21431693104901198,0.9702580040641393,M
204,157,85,230438,124,85,52,19301,0.0005015250029425575,104.9300081104092,0.930575238310964,755.7173210995979,0.17341517060584213,274.7294130244457,2917.9392762879797,7.694894109193467,11.809959915937522,0.0002948471512438339,4.285782520374248,-0.2421370769452958,0.9793905761615911,O
194,150,89,246183,119,67,27,3777,0.0004801187045869986,123.79275097087967,0.889482443982402,560.1183931877677,0.1591524865695675,285.1889223597496,2116.6808217801918,7.515172524101386,11.790152500920573,0.0002739567785059771,4.406795692854702,-0.20093425182516478,0.9609821489681041,C
176,129,75,239409,24,8,9,7715,0.0004479778066103342,158.22451475094482,0.8994943676012731,787.1269077203583,0.15519225275749102,244.43323811350155,2990.2831161305003,7.707484891897067,12.048524800334894,0.0002631877387768757,4.510236731557249,-0.21197455805235316,0.9690380713409162,R
