
193,134,76,38985,91,35,35,4,925,255,221,172,89,190.77914447861195,131.9041476036901,74.54856371409285,2
193,130,59,39274,97,45,45,2,585,246,212,148,136,191.77604700587574,129.03555444430555,58.468908613576694,2
174,143,76,38071,70,31,31,5,1926,255,236,177,3,168.998475,137.614175,72.588925,2
180,141,76,39405,101,43,43,2,577,255,231,172,18,178.894175,139.62685,74.97575,2
176,129,73,38709,25,8,8,9,699,84,30,5,580,172.02608282484746,125.44895968790637,70.89496849054716,2
189,139,86,39079,103,57,57,24,908,36,5,9,10,187.00940070505288,137.10495787184038,84.5732429932245,2
212,162,91,38385,134,77,77,32,1609,64,9,7,6,208.84025,158.557925,88.614125,2
208,155,105,39193,123,71,71,21,800,57,3,8,7,206.273575,153.2934,103.303025,2
174,123,68,38884,94,41,41,3,996,255,211,139,94,172.19717816580777,121.16380647420823,66.54740581377895,P
219,168,103,38324,137,84,84,30,1529,37,7,9,147,215.1967,164.197425,99.864125,P
213,162,97,37715,121,63,63,23,1632,25,8,9,653,206.1773,155.44675,92.5442,2
183,137,88,39427,94,45,45,13,572,32,6,9,1,181.723525,135.681125,86.925525,1
216,157,87,39185,108,53,53,1,808,255,227,193,4,213.82213666024953,154.9060429532215,85.27327049528715,2
211,156,89,39561,114,69,69,27,433,47,7,8,6,209.925375,155.035875,88.3167,P
230,187,119,37547,142,98,98,59,2435,77,19,6,18,224.57415,181.506525,115.29665,2
196,135,72,39912,97,46,46,4,71,255,227,173,17,195.84935,134.881125,71.922225,P
181,128,76,39499,97,43,43,2,450,255,215,143,42,180.13250481358307,127.13490535370458,75.23767847765747,2
223,170,100,36459,152,92,92,56,3539,63,17,7,2,216.710275,163.0913,96.10245,2
206,150,73,38645,117,70,70,26,1302,44,8,8,31,202.9758367101906,147.28445645104807,71.41890539796889,2
169,111,63,39032,82,30,30,5,650,240,198,148,293,168.1057661038149,110.32060037523452,62.679924953095686,2
179,129,76,39023,88,42,42,9,854,22,8,9,119,176.58983398339834,126.78235323532353,74.37006200620063,2
207,149,86,39228,56,11,11,8,655,119,67,20,117,204.269975,146.5004,84.5297,2
233,195,124,34580,161,109,109,69,5406,76,28,5,14,223.21425,183.31865,116.5251,2
201,149,89,39561,108,56,56,6,434,49,9,8,5,199.97195,147.97345,88.089325,2
188,139,80,39477,108,54,54,7,516,242,217,177,5,186.97469873493674,137.91319565978299,79.07037851892595,2
165,130,90,38293,40,4,4,9,1435,100,48,8,262,160.08864716179045,124.94138534633659,86.55616404101025,2
193,142,61,39292,98,42,42,2,676,31,8,9,30,191.27291364568228,140.20941047052352,59.96384819240962,2
181,136,79,32049,9,9,9,9,4067,75,46,16,3884,153.2193,114.348275,65.76545,2
